source_location,destination_location,lat_src,lon_src,lat_dest,lon_dest,distance,day_of_week,hour,is_peak,weather,road_capacity,vehicles,speed,signal_time,travel_time
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,1,0,Cloudy,1000,62,44.96,0,0.06138790035587189
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,2,0,Clear,1000,99,46.71,0,0.05908798972382788
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,3,0,Clear,1000,182,40.82,0,0.06761391474767271
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,4,0,Clear,1000,91,46.27,0,0.05964988113248324
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,5,0,Clear,1000,114,48.29,0,0.057154690412093596
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,6,0,Foggy,1000,324,17.31,0,0.15944540727902948
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,7,0,Cloudy,1000,389,31.36,0,0.08801020408163265
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,8,1,Clear,1000,837,12.77,0,0.21613155833985906
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,9,1,Clear,1000,738,21.5,0,0.1283720930232558
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,10,1,Clear,1000,882,15.52,0,0.17783505154639173
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,11,1,Cloudy,1000,713,19.38,0,0.14241486068111456
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,12,0,Clear,1000,443,33.34,0,0.08278344331133772
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,13,0,Clear,1000,442,31.85,0,0.08665620094191523
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,14,0,Rainy,1000,372,21.77,0,0.1267799724391364
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,15,0,Clear,1000,349,42.36,0,0.06515580736543909
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,16,0,Cloudy,1000,496,25.07,0,0.11009174311926605
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,17,1,Cloudy,1000,765,18.06,0,0.15282392026578073
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,18,1,Clear,1000,932,11.07,0,0.24932249322493222
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,19,1,Clear,1000,823,17.1,0,0.1614035087719298
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,20,1,Clear,1000,793,17.46,0,0.15807560137457044
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,21,1,Clear,1000,781,16.37,0,0.1686010995723885
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,22,0,Cloudy,1000,404,25.12,0,0.10987261146496814
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekday,23,0,Clear,1000,506,27.34,0,0.10095098756400878
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,0,0,Cloudy,1000,178,39.14,0,0.07051609606540622
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,1,0,Clear,1000,111,40.8,0,0.06764705882352941
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,2,0,Clear,1000,160,45.24,0,0.0610079575596817
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,3,0,Clear,1000,111,48.43,0,0.056989469337187695
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,4,0,Clear,1000,83,45.77,0,0.06030150753768843
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,5,0,Clear,1000,67,46.95,0,0.05878594249201278
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,6,0,Clear,1000,552,27.06,0,0.10199556541019955
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,7,0,Clear,1000,507,27.57,0,0.10010881392818281
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,8,0,Clear,1000,436,29.89,0,0.09233857477417196
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,9,0,Clear,1000,431,36.14,0,0.07636967349197564
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,10,0,Clear,1000,505,27.91,0,0.098889286993909
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,11,0,Clear,1000,461,29.55,0,0.09340101522842639
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,12,0,Clear,1000,525,25.95,0,0.10635838150289018
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,13,0,Clear,1000,486,27.93,0,0.09881847475832439
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,14,0,Clear,1000,387,33.77,0,0.08172934557299377
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,15,0,Rainy,1000,549,20.71,0,0.13326895219700627
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,16,0,Cloudy,1000,445,30.5,0,0.09049180327868853
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,17,0,Foggy,1000,434,15.1,0,0.1827814569536424
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,18,0,Clear,1000,529,30.25,0,0.0912396694214876
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,19,0,Cloudy,1000,324,34.96,0,0.07894736842105263
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,20,0,Cloudy,1000,579,27.5,0,0.10036363636363636
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,21,0,Clear,1000,576,25.11,0,0.10991636798088411
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,22,0,Clear,1000,588,27.52,0,0.1002906976744186
Gunjur Mugalur Road,Tippenahalli,13.002891,77.457185,13.0368275,77.4882249,0.046,Weekend,23,0,Cloudy,1000,434,32.4,0,0.08518518518518518
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,0,0,Clear,5000,477,45.04,0,0.0053285968028419185
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,2,0,Clear,5000,961,45.18,0,0.005312084993359894
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,3,0,Cloudy,5000,651,39.67,0,0.00604991177211999
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,5,0,Clear,5000,553,47.07,0,0.005098789037603569
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,6,0,Clear,5000,2784,28.59,0,0.008394543546694649
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,7,0,Foggy,5000,2802,17.61,0,0.013628620102214653
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,8,1,Clear,5000,4174,18.22,0,0.013172338090010978
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,9,1,Clear,5000,4611,15.82,0,0.015170670037926675
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,10,1,Clear,5000,3971,16.75,0,0.014328358208955224
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,11,1,Clear,5000,4043,18.13,0,0.01323772752344181
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,12,0,Clear,5000,2417,28.97,0,0.008284432171211598
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,13,0,Clear,5000,1717,37.34,0,0.006427423674343867
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,14,0,Cloudy,5000,2860,27.5,0,0.008727272727272728
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,15,0,Clear,5000,2618,29.25,0,0.008205128205128205
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,16,0,Cloudy,5000,2032,31.36,0,0.007653061224489797
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,17,1,Rainy,5000,4315,7.85,0,0.030573248407643316
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,18,1,Clear,5000,4334,16.53,0,0.014519056261343012
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,19,1,Rainy,5000,4392,9.82,0,0.024439918533604887
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,20,1,Clear,5000,4426,13.63,0,0.01760821716801174
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,21,1,Clear,5000,3531,26.33,0,0.009115077857956703
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,22,0,Cloudy,5000,2715,24.97,0,0.00961153384060873
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekday,23,0,Clear,5000,2114,38.14,0,0.006292606187729418
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,0,0,Clear,5000,790,47.94,0,0.0050062578222778474
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,2,0,Cloudy,5000,449,44.65,0,0.005375139977603584
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,3,0,Clear,5000,984,42.35,0,0.005667060212514758
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,4,0,Rainy,5000,611,34.83,0,0.006890611541774333
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,5,0,Cloudy,5000,925,37.74,0,0.006359300476947535
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,6,0,Clear,5000,2733,27.56,0,0.008708272859216257
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,7,0,Clear,5000,2373,31.88,0,0.00752823086574655
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,8,0,Clear,5000,2401,33.19,0,0.0072310937029225674
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,9,0,Cloudy,5000,1973,32.85,0,0.0073059360730593605
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,10,0,Clear,5000,2469,29.27,0,0.008199521694567816
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,11,0,Clear,5000,1580,36.7,0,0.0065395095367847406
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,12,0,Clear,5000,2556,32.24,0,0.007444168734491315
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,13,0,Clear,5000,1605,40.11,0,0.005983545250560957
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,14,0,Clear,5000,2110,35.74,0,0.006715165081141577
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,15,0,Clear,5000,1915,39.2,0,0.006122448979591836
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,16,0,Clear,5000,2481,31.84,0,0.007537688442211056
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,17,0,Clear,5000,2207,29.61,0,0.008105369807497468
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,18,0,Foggy,5000,2951,14.4,0,0.016666666666666666
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,19,0,Clear,5000,2864,30.32,0,0.0079155672823219
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,20,0,Clear,5000,1692,37.06,0,0.006475984889368591
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,21,0,Clear,5000,2302,31.75,0,0.007559055118110236
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,22,0,Clear,5000,2647,29.72,0,0.008075370121130554
Bileshivale,Byrathi,13.0543306,77.6710224,13.0578901,77.6721894,0.004,Weekend,23,0,Clear,5000,2132,33.52,0,0.007159904534606205
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,0,0,Clear,2000,384,55.15,0,0.018495013599274707
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,1,0,Clear,2000,148,63.24,0,0.016129032258064516
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,2,0,Clear,2000,125,60.72,0,0.016798418972332016
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,3,0,Clear,2000,196,60.17,0,0.016951969419976735
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,4,0,Cloudy,2000,357,52.96,0,0.019259818731117827
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,5,0,Clear,2000,165,64.83,0,0.015733456732993985
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,6,0,Clear,2000,1083,38.77,0,0.026309001805519733
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,7,0,Cloudy,2000,740,41.82,0,0.024390243902439025
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,8,1,Cloudy,2000,1545,23.24,0,0.043889845094664384
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,9,1,Cloudy,2000,1780,13.97,0,0.0730136005726557
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,10,1,Clear,2000,1611,22.51,0,0.04531319413593959
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,11,1,Clear,2000,1786,20.15,0,0.05062034739454095
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,12,0,Clear,2000,640,48.47,0,0.021043944708066847
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,13,0,Cloudy,2000,804,39.18,0,0.026033690658499236
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,14,0,Cloudy,2000,1060,36.77,0,0.02774000543921675
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,15,0,Clear,2000,746,48.25,0,0.021139896373056997
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,16,0,Cloudy,2000,608,47.44,0,0.021500843170320406
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,17,1,Clear,2000,1512,28.74,0,0.035490605427974956
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,18,1,Clear,2000,1854,16.81,0,0.06067816775728734
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,19,1,Rainy,2000,1831,10.21,0,0.0999020568070519
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,20,1,Foggy,2000,1753,9.15,0,0.11147540983606558
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,21,1,Clear,2000,1710,24.2,0,0.042148760330578516
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,22,0,Clear,2000,1045,38.3,0,0.02663185378590079
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekday,23,0,Cloudy,2000,738,41.8,0,0.02440191387559809
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,0,0,Clear,2000,362,57.46,0,0.01775147928994083
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,1,0,Clear,2000,277,61.18,0,0.016672115070284408
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,2,0,Clear,2000,146,62.11,0,0.016422476251811303
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,3,0,Clear,2000,179,59.62,0,0.017108352901710835
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,4,0,Clear,2000,347,60.09,0,0.016974538192710935
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,5,0,Cloudy,2000,204,58.13,0,0.017546877687940825
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,6,0,Cloudy,2000,854,38.35,0,0.026597131681877446
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,7,0,Clear,2000,826,43.28,0,0.02356746765249538
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,8,0,Clear,2000,1130,34.95,0,0.029184549356223173
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,9,0,Cloudy,2000,1090,34.89,0,0.029234737747205506
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,10,0,Clear,2000,1040,36.08,0,0.028270509977827055
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,11,0,Clear,2000,891,45.53,0,0.02240281133318691
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,12,0,Foggy,2000,664,25.97,0,0.039276087793608014
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,13,0,Clear,2000,742,45.87,0,0.022236756049705694
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,14,0,Clear,2000,938,41.41,0,0.02463173146582951
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,15,0,Clear,2000,729,48.69,0,0.02094886013555145
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,16,0,Cloudy,2000,979,39.54,0,0.025796661608497726
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,17,0,Clear,2000,844,46.1,0,0.02212581344902386
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,18,0,Cloudy,2000,848,37.14,0,0.02746365105008078
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,19,0,Clear,2000,975,37.56,0,0.027156549520766776
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,20,0,Cloudy,2000,986,36.36,0,0.028052805280528056
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,21,0,Clear,2000,1037,38.84,0,0.0262615859938208
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,22,0,Clear,2000,723,45.21,0,0.022561380225613804
Bileshivale,K Channasandra,13.0543306,77.6710224,13.040022,77.6796248,0.017,Weekend,23,0,Cloudy,2000,780,44.42,0,0.02296262944619541
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,0,0,Rainy,5000,279,27.58,0,0.03915881073241479
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,1,0,Clear,5000,338,44.53,0,0.024253312373680662
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,2,0,Clear,5000,356,47.6,0,0.022689075630252097
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,3,0,Clear,5000,840,41.56,0,0.02598652550529355
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,4,0,Rainy,5000,837,29.57,0,0.036523503550896175
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,5,0,Cloudy,5000,796,37.79,0,0.02857898915056893
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,6,0,Clear,5000,2866,24.43,0,0.044207941056078594
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,7,0,Clear,5000,2244,31.52,0,0.03426395939086294
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,8,1,Cloudy,5000,4504,11.79,0,0.0916030534351145
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,9,1,Clear,5000,4069,13.83,0,0.07809110629067245
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,10,1,Rainy,5000,4319,11.92,0,0.09060402684563758
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,11,1,Clear,5000,3815,16.53,0,0.06533575317604355
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,12,0,Clear,5000,1721,33.57,0,0.03217158176943699
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,13,0,Clear,5000,1561,35.53,0,0.03039684773430903
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,14,0,Clear,5000,2074,30.28,0,0.035667107001320995
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,15,0,Clear,5000,2255,33.45,0,0.03228699551569506
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,16,0,Rainy,5000,2811,19.8,0,0.054545454545454536
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,17,1,Foggy,5000,4254,5.0,0,0.216
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,18,1,Cloudy,5000,4724,10.25,0,0.10536585365853657
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,19,1,Clear,5000,4679,13.34,0,0.08095952023988005
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,20,1,Cloudy,5000,3959,13.31,0,0.08114199849737039
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,21,1,Clear,5000,3769,19.27,0,0.05604566683964712
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,22,0,Cloudy,5000,2272,25.23,0,0.042806183115338875
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekday,23,0,Clear,5000,1960,31.45,0,0.034340222575516686
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,0,0,Foggy,5000,442,23.29,0,0.046371833404894806
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,1,0,Cloudy,5000,566,39.71,0,0.027197179551750186
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,2,0,Clear,5000,695,43.7,0,0.02471395881006865
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,3,0,Cloudy,5000,548,41.71,0,0.025893071205945813
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,4,0,Foggy,5000,530,19.36,0,0.05578512396694215
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,5,0,Clear,5000,252,44.86,0,0.024074899687917966
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,6,0,Clear,5000,2349,33.29,0,0.032442174827275454
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,7,0,Rainy,5000,2098,22.81,0,0.04734765453748356
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,8,0,Rainy,5000,1864,23.38,0,0.046193327630453376
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,9,0,Clear,5000,1976,34.41,0,0.03138622493461204
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,10,0,Cloudy,5000,1977,28.61,0,0.0377490387976232
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,11,0,Clear,5000,2436,28.43,0,0.03798804080196975
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,12,0,Clear,5000,2318,29.24,0,0.036935704514363885
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,13,0,Clear,5000,1636,36.05,0,0.02995839112343967
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,14,0,Cloudy,5000,1665,33.76,0,0.031990521327014215
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,15,0,Clear,5000,2110,29.7,0,0.03636363636363636
Bileshivale,Anagalapura,13.0543306,77.6710224,13.067107,77.6840813,0.018,Weekend,16,0,Clear,5000,1775,33.85,0,0.031905465288035444
